filename,fret_offset
page-26_fret-6.png,10
page-26_fret-7.png,3
page-26_fret-8.png,7
page-26_fret-9.png,1
page-27_fret-0.png,0
page-27_fret-1.png,8
page-27_fret-2.png,3
page-27_fret-3.png,10
page-27_fret-4.png,3
page-27_fret-5.png,8
page-27_fret-6.png,11
page-27_fret-7.png,4
page-27_fret-8.png,8
page-27_fret-9.png,12
page-28_fret-0.png,0
page-28_fret-1.png,10
page-28_fret-2.png,5
page-28_fret-3.png,12
page-28_fret-4.png,1
page-28_fret-5.png,5
page-28_fret-6.png,10
page-28_fret-7.png,2
page-28_fret-8.png,6
page-28_fret-9.png,10
page-29_fret-0.png,0
page-29_fret-1.png,12
page-29_fret-2.png,7
page-29_fret-3.png,7
page-29_fret-4.png,3
page-29_fret-5.png,7
page-29_fret-6.png,12
page-29_fret-7.png,4
page-29_fret-8.png,8
page-29_fret-9.png,12
page-30_fret-0.png,0
page-30_fret-1.png,1
page-30_fret-2.png,8
page-30_fret-3.png,3
page-30_fret-4.png,1
page-30_fret-5.png,4
page-30_fret-6.png,8
page-30_fret-7.png,1
page-30_fret-8.png,5
page-30_fret-9.png,9
page-31_fret-0.png,3
page-31_fret-1.png,3
page-31_fret-2.png,10
page-31_fret-3.png,5
page-31_fret-4.png,3
page-31_fret-5.png,6
page-31_fret-6.png,10
page-31_fret-7.png,3
page-31_fret-8.png,7
page-31_fret-9.png,11
page-32_fret-0.png,0
page-32_fret-1.png,4
page-32_fret-2.png,11
page-32_fret-3.png,6
page-32_fret-4.png,4
page-32_fret-5.png,7
page-32_fret-6.png,11
page-32_fret-7.png,4
page-32_fret-8.png,8
page-32_fret-9.png,12
page-33_fret-0.png,0
page-33_fret-1.png,6
page-33_fret-2.png,11
page-33_fret-3.png,8
page-33_fret-4.png,1
page-33_fret-5.png,6
page-33_fret-6.png,9
page-33_fret-7.png,2
page-33_fret-8.png,6
page-33_fret-9.png,10
page-34_fret-0.png,0
page-34_fret-1.png,9
page-34_fret-2.png,4
page-34_fret-3.png,11
page-34_fret-4.png,4
page-34_fret-5.png,9
page-34_fret-6.png,12
page-34_fret-7.png,1
page-34_fret-8.png,5
page-34_fret-9.png,9
page-35_fret-0.png,
page-35_fret-1.png,
page-35_fret-2.png,
page-35_fret-3.png,
page-35_fret-4.png,
page-35_fret-5.png,
page-35_fret-6.png,
page-35_fret-7.png,
page-35_fret-8.png,
page-35_fret-9.png,
page-36_fret-0.png,
page-36_fret-1.png,
page-36_fret-2.png,
page-36_fret-3.png,
page-36_fret-4.png,
page-36_fret-5.png,
page-36_fret-6.png,
page-36_fret-7.png,
page-36_fret-8.png,
page-36_fret-9.png,
page-37_fret-0.png,
page-37_fret-1.png,
page-37_fret-2.png,
page-37_fret-3.png,
page-37_fret-4.png,
page-37_fret-5.png,
page-37_fret-6.png,
page-37_fret-7.png,
page-37_fret-8.png,
page-37_fret-9.png,
page-38_fret-0.png,
page-38_fret-1.png,
page-38_fret-2.png,
page-38_fret-3.png,
page-38_fret-4.png,
page-38_fret-5.png,
page-38_fret-6.png,
page-38_fret-7.png,
page-38_fret-8.png,
page-38_fret-9.png,
page-39_fret-0.png,
page-39_fret-1.png,
page-39_fret-2.png,
page-39_fret-3.png,
page-39_fret-4.png,
page-39_fret-5.png,
page-39_fret-6.png,
page-39_fret-7.png,
page-39_fret-8.png,
page-39_fret-9.png,
page-40_fret-0.png,
page-40_fret-1.png,
page-40_fret-2.png,
page-40_fret-3.png,
page-40_fret-4.png,
page-40_fret-5.png,
page-40_fret-6.png,
page-40_fret-7.png,
page-40_fret-8.png,
page-40_fret-9.png,
page-41_fret-0.png,
page-41_fret-1.png,
page-41_fret-2.png,
page-41_fret-3.png,
page-41_fret-4.png,
page-41_fret-5.png,
page-41_fret-6.png,
page-41_fret-7.png,
page-41_fret-8.png,
page-41_fret-9.png,
page-43_fret-0.png,
page-43_fret-1.png,
page-43_fret-2.png,
page-43_fret-3.png,
page-43_fret-4.png,
page-43_fret-5.png,
page-43_fret-6.png,
page-43_fret-7.png,
page-43_fret-8.png,
page-43_fret-9.png,
page-44_fret-0.png,
page-44_fret-1.png,
page-44_fret-2.png,
page-44_fret-3.png,
page-44_fret-4.png,
page-44_fret-5.png,
page-44_fret-6.png,
page-44_fret-7.png,
page-44_fret-8.png,
page-44_fret-9.png,
page-45_fret-0.png,
page-45_fret-1.png,
page-45_fret-2.png,
page-45_fret-3.png,
page-45_fret-4.png,
page-45_fret-5.png,
page-45_fret-6.png,
page-45_fret-7.png,
page-45_fret-8.png,
page-45_fret-9.png,
page-46_fret-0.png,
page-46_fret-1.png,
page-46_fret-2.png,
page-46_fret-3.png,
page-46_fret-4.png,
page-46_fret-5.png,
page-46_fret-6.png,
page-46_fret-7.png,
page-46_fret-8.png,
page-46_fret-9.png,
page-47_fret-0.png,
page-47_fret-1.png,
page-47_fret-2.png,
page-47_fret-3.png,
page-47_fret-4.png,
page-47_fret-5.png,
page-47_fret-6.png,
page-47_fret-7.png,
page-47_fret-8.png,
page-47_fret-9.png,
page-48_fret-0.png,
page-48_fret-1.png,
page-48_fret-2.png,
page-48_fret-3.png,
page-48_fret-4.png,
page-48_fret-5.png,
page-48_fret-6.png,
page-48_fret-7.png,
page-48_fret-8.png,
page-48_fret-9.png,
page-49_fret-0.png,
page-49_fret-1.png,
page-49_fret-2.png,
page-49_fret-3.png,
page-49_fret-4.png,
page-49_fret-5.png,
page-49_fret-6.png,
page-49_fret-7.png,
page-49_fret-8.png,
page-49_fret-9.png,
page-50_fret-0.png,
page-50_fret-1.png,
page-50_fret-2.png,
page-50_fret-3.png,
page-50_fret-4.png,
page-50_fret-5.png,
page-50_fret-6.png,
page-50_fret-7.png,
page-50_fret-8.png,
page-50_fret-9.png,
page-51_fret-0.png,
page-51_fret-1.png,
page-51_fret-2.png,
page-51_fret-3.png,
page-51_fret-4.png,
page-51_fret-5.png,
page-51_fret-6.png,
page-51_fret-7.png,
page-51_fret-8.png,
page-51_fret-9.png,
page-52_fret-0.png,
page-52_fret-1.png,
page-52_fret-2.png,
page-52_fret-3.png,
page-52_fret-4.png,
page-52_fret-5.png,
page-52_fret-6.png,
page-52_fret-7.png,
page-52_fret-8.png,
page-52_fret-9.png,
page-53_fret-0.png,
page-53_fret-1.png,
page-53_fret-2.png,
page-53_fret-3.png,
page-53_fret-4.png,
page-53_fret-5.png,
page-53_fret-6.png,
page-53_fret-7.png,
page-53_fret-8.png,
page-53_fret-9.png,
page-54_fret-0.png,
page-54_fret-1.png,
page-54_fret-2.png,
page-54_fret-3.png,
page-54_fret-4.png,
page-54_fret-5.png,
page-54_fret-6.png,
page-54_fret-7.png,
page-54_fret-8.png,
page-54_fret-9.png,
page-55_fret-0.png,
page-55_fret-1.png,
page-55_fret-2.png,
page-55_fret-3.png,
page-55_fret-4.png,
page-55_fret-5.png,
page-55_fret-6.png,
page-55_fret-7.png,
page-55_fret-8.png,
page-55_fret-9.png,
page-56_fret-0.png,
page-56_fret-1.png,
page-56_fret-2.png,
page-56_fret-3.png,
page-56_fret-4.png,
page-56_fret-5.png,
page-56_fret-6.png,
page-56_fret-7.png,
page-56_fret-8.png,
page-56_fret-9.png,
page-57_fret-0.png,
page-57_fret-1.png,
page-57_fret-2.png,
page-57_fret-3.png,
page-57_fret-4.png,
page-57_fret-5.png,
page-57_fret-6.png,
page-57_fret-7.png,
page-57_fret-8.png,
page-57_fret-9.png,
page-58_fret-0.png,
page-58_fret-1.png,
page-58_fret-2.png,
page-58_fret-3.png,
page-58_fret-4.png,
page-58_fret-5.png,
page-58_fret-6.png,
page-58_fret-7.png,
page-58_fret-8.png,
page-58_fret-9.png,
page-59_fret-0.png,
page-59_fret-1.png,
page-59_fret-2.png,
page-59_fret-3.png,
page-59_fret-4.png,
page-59_fret-5.png,
page-59_fret-6.png,
page-59_fret-7.png,
page-59_fret-8.png,
page-59_fret-9.png,
page-61_fret-0.png,
page-61_fret-1.png,
page-61_fret-2.png,
page-61_fret-3.png,
page-61_fret-4.png,
page-61_fret-5.png,
page-61_fret-6.png,
page-61_fret-7.png,
page-61_fret-8.png,
page-61_fret-9.png,
page-62_fret-0.png,
page-62_fret-1.png,
page-62_fret-2.png,
page-62_fret-3.png,
page-62_fret-4.png,
page-62_fret-5.png,
page-62_fret-6.png,
page-62_fret-7.png,
page-62_fret-8.png,
page-62_fret-9.png,
page-63_fret-0.png,
page-63_fret-1.png,
page-63_fret-2.png,
page-63_fret-3.png,
page-63_fret-4.png,
page-63_fret-5.png,
page-63_fret-6.png,
page-63_fret-7.png,
page-63_fret-8.png,
page-63_fret-9.png,
page-64_fret-0.png,
page-64_fret-1.png,
page-64_fret-2.png,
page-64_fret-3.png,
page-64_fret-4.png,
page-64_fret-5.png,
page-64_fret-6.png,
page-64_fret-7.png,
page-64_fret-8.png,
page-64_fret-9.png,
page-65_fret-0.png,
page-65_fret-1.png,
page-65_fret-2.png,
page-65_fret-3.png,
page-65_fret-4.png,
page-65_fret-5.png,
page-65_fret-6.png,
page-65_fret-7.png,
page-65_fret-8.png,
page-65_fret-9.png,
page-66_fret-0.png,
page-66_fret-1.png,
page-66_fret-2.png,
page-66_fret-3.png,
page-66_fret-4.png,
page-66_fret-5.png,
page-66_fret-6.png,
page-66_fret-7.png,
page-66_fret-8.png,
page-66_fret-9.png,
page-67_fret-0.png,
page-67_fret-1.png,
page-67_fret-2.png,
page-67_fret-3.png,
page-67_fret-4.png,
page-67_fret-5.png,
page-67_fret-6.png,
page-67_fret-7.png,
page-67_fret-8.png,
page-67_fret-9.png,
page-68_fret-0.png,
page-68_fret-1.png,
page-68_fret-2.png,
page-68_fret-3.png,
page-68_fret-4.png,
page-68_fret-5.png,
page-68_fret-6.png,
page-68_fret-7.png,
page-68_fret-8.png,
page-68_fret-9.png,
page-69_fret-0.png,
page-69_fret-1.png,
page-69_fret-2.png,
page-69_fret-3.png,
page-69_fret-4.png,
page-69_fret-5.png,
page-69_fret-6.png,
page-69_fret-7.png,
page-69_fret-8.png,
page-69_fret-9.png,
page-70_fret-0.png,
page-70_fret-1.png,
page-70_fret-2.png,
page-70_fret-3.png,
page-70_fret-4.png,
page-70_fret-5.png,
page-70_fret-6.png,
page-70_fret-7.png,
page-70_fret-8.png,
page-70_fret-9.png,
page-71_fret-0.png,
page-71_fret-1.png,
page-71_fret-2.png,
page-71_fret-3.png,
page-71_fret-4.png,
page-71_fret-5.png,
page-71_fret-6.png,
page-71_fret-7.png,
page-71_fret-8.png,
page-71_fret-9.png,
page-72_fret-0.png,
page-72_fret-1.png,
page-72_fret-2.png,
page-72_fret-3.png,
page-72_fret-4.png,
page-72_fret-5.png,
page-72_fret-6.png,
page-72_fret-7.png,
page-72_fret-8.png,
page-72_fret-9.png,
page-73_fret-0.png,
page-73_fret-1.png,
page-73_fret-2.png,
page-73_fret-3.png,
page-73_fret-4.png,
page-73_fret-5.png,
page-73_fret-6.png,
page-73_fret-7.png,
page-73_fret-8.png,
page-73_fret-9.png,
page-74_fret-0.png,
page-74_fret-1.png,
page-74_fret-2.png,
page-74_fret-3.png,
page-74_fret-4.png,
page-74_fret-5.png,
page-74_fret-6.png,
page-74_fret-7.png,
page-74_fret-8.png,
page-74_fret-9.png,
page-75_fret-0.png,
page-75_fret-1.png,
page-75_fret-2.png,
page-75_fret-3.png,
page-75_fret-4.png,
page-75_fret-5.png,
page-75_fret-6.png,
page-75_fret-7.png,
page-75_fret-8.png,
page-75_fret-9.png,
page-76_fret-0.png,
page-76_fret-1.png,
page-76_fret-2.png,
page-76_fret-3.png,
page-76_fret-4.png,
page-76_fret-5.png,
page-76_fret-6.png,
page-76_fret-7.png,
page-76_fret-8.png,
page-76_fret-9.png,
page-77_fret-0.png,
page-77_fret-1.png,
page-77_fret-2.png,
page-77_fret-3.png,
page-77_fret-4.png,
page-77_fret-5.png,
page-77_fret-6.png,
page-77_fret-7.png,
page-77_fret-8.png,
page-77_fret-9.png,
page-79_fret-0.png,
page-79_fret-1.png,
page-79_fret-2.png,
page-79_fret-3.png,
page-79_fret-4.png,
page-79_fret-5.png,
page-79_fret-6.png,
page-79_fret-7.png,
page-79_fret-8.png,
page-79_fret-9.png,
page-80_fret-0.png,
page-80_fret-1.png,
page-80_fret-2.png,
page-80_fret-3.png,
page-80_fret-4.png,
page-80_fret-5.png,
page-80_fret-6.png,
page-80_fret-7.png,
page-80_fret-8.png,
page-80_fret-9.png,
page-81_fret-0.png,
page-81_fret-1.png,
page-81_fret-2.png,
page-81_fret-3.png,
page-81_fret-4.png,
page-81_fret-5.png,
page-81_fret-6.png,
page-81_fret-7.png,
page-81_fret-8.png,
page-81_fret-9.png,
page-82_fret-0.png,
page-82_fret-1.png,
page-82_fret-2.png,
page-82_fret-3.png,
page-82_fret-4.png,
page-82_fret-5.png,
page-82_fret-6.png,
page-82_fret-7.png,
page-82_fret-8.png,
page-82_fret-9.png,
page-83_fret-0.png,
page-83_fret-1.png,
page-83_fret-2.png,
page-83_fret-3.png,
page-83_fret-4.png,
page-83_fret-5.png,
page-83_fret-6.png,
page-83_fret-7.png,
page-83_fret-8.png,
page-83_fret-9.png,
page-84_fret-0.png,
page-84_fret-1.png,
page-84_fret-2.png,
page-84_fret-3.png,
page-84_fret-4.png,
page-84_fret-5.png,
page-84_fret-6.png,
page-84_fret-7.png,
page-84_fret-8.png,
page-84_fret-9.png,
page-85_fret-0.png,
page-85_fret-1.png,
page-85_fret-2.png,
page-85_fret-3.png,
page-85_fret-4.png,
page-85_fret-5.png,
page-85_fret-6.png,
page-85_fret-7.png,
page-85_fret-8.png,
page-85_fret-9.png,
page-86_fret-0.png,
page-86_fret-1.png,
page-86_fret-2.png,
page-86_fret-3.png,
page-86_fret-4.png,
page-86_fret-5.png,
page-86_fret-6.png,
page-86_fret-7.png,
page-86_fret-8.png,
page-86_fret-9.png,
page-87_fret-0.png,
page-87_fret-1.png,
page-87_fret-2.png,
page-87_fret-3.png,
page-87_fret-4.png,
page-87_fret-5.png,
page-87_fret-6.png,
page-87_fret-7.png,
page-87_fret-8.png,
page-87_fret-9.png,
page-88_fret-0.png,
page-88_fret-1.png,
page-88_fret-2.png,
page-88_fret-3.png,
page-88_fret-4.png,
page-88_fret-5.png,
page-88_fret-6.png,
page-88_fret-7.png,
page-88_fret-8.png,
page-88_fret-9.png,
page-89_fret-0.png,
page-89_fret-1.png,
page-89_fret-2.png,
page-89_fret-3.png,
page-89_fret-4.png,
page-89_fret-5.png,
page-89_fret-6.png,
page-89_fret-7.png,
page-89_fret-8.png,
page-89_fret-9.png,
page-90_fret-0.png,
page-90_fret-1.png,
page-90_fret-2.png,
page-90_fret-3.png,
page-90_fret-4.png,
page-90_fret-5.png,
page-90_fret-6.png,
page-90_fret-7.png,
page-90_fret-8.png,
page-90_fret-9.png,
page-91_fret-0.png,
page-91_fret-1.png,
page-91_fret-2.png,
page-91_fret-3.png,
page-91_fret-4.png,
page-91_fret-5.png,
page-91_fret-6.png,
page-91_fret-7.png,
page-91_fret-8.png,
page-91_fret-9.png,
page-92_fret-0.png,
page-92_fret-1.png,
page-92_fret-2.png,
page-92_fret-3.png,
page-92_fret-4.png,
page-92_fret-5.png,
page-92_fret-6.png,
page-92_fret-7.png,
page-92_fret-8.png,
page-92_fret-9.png,
page-93_fret-0.png,
page-93_fret-1.png,
page-93_fret-2.png,
page-93_fret-3.png,
page-93_fret-4.png,
page-93_fret-5.png,
page-93_fret-6.png,
page-93_fret-7.png,
page-93_fret-8.png,
page-93_fret-9.png,
page-94_fret-0.png,
page-94_fret-1.png,
page-94_fret-2.png,
page-94_fret-3.png,
page-94_fret-4.png,
page-94_fret-5.png,
page-94_fret-6.png,
page-94_fret-7.png,
page-94_fret-8.png,
page-94_fret-9.png,
page-95_fret-0.png,
page-95_fret-1.png,
page-95_fret-2.png,
page-95_fret-3.png,
page-95_fret-4.png,
page-95_fret-5.png,
page-95_fret-6.png,
page-95_fret-7.png,
page-95_fret-8.png,
page-95_fret-9.png,
page-97_fret-0.png,
page-97_fret-1.png,
page-97_fret-2.png,
page-97_fret-3.png,
page-97_fret-4.png,
page-97_fret-5.png,
page-97_fret-6.png,
page-97_fret-7.png,
page-97_fret-8.png,
page-97_fret-9.png,
page-98_fret-0.png,
page-98_fret-1.png,
page-98_fret-2.png,
page-98_fret-3.png,
page-98_fret-4.png,
page-98_fret-5.png,
page-98_fret-6.png,
page-98_fret-7.png,
page-98_fret-8.png,
page-98_fret-9.png,
page-99_fret-0.png,
page-99_fret-1.png,
page-99_fret-2.png,
page-99_fret-3.png,
page-99_fret-4.png,
page-99_fret-5.png,
page-99_fret-6.png,
page-99_fret-7.png,
page-99_fret-8.png,
page-99_fret-9.png,
page-100_fret-0.png,0
page-100_fret-1.png,10
page-100_fret-2.png,5
page-100_fret-3.png,3
page-100_fret-4.png,10
page-100_fret-5.png,3
page-100_fret-6.png,7
page-100_fret-7.png,10
page-100_fret-8.png,12
page-100_fret-9.png,12
page-101_fret-0.png,0
page-101_fret-1.png,12
page-101_fret-2.png,7
page-101_fret-3.png,5
page-101_fret-4.png,12
page-101_fret-5.png,2
page-101_fret-6.png,5
page-101_fret-7.png,9
page-101_fret-8.png,12
page-101_fret-9.png,2
page-102_fret-0.png,0
page-102_fret-1.png,1
page-102_fret-2.png,8
page-102_fret-3.png,6
page-102_fret-4.png,1
page-102_fret-5.png,1
page-102_fret-6.png,3
page-102_fret-7.png,6
page-102_fret-8.png,10
page-102_fret-9.png,3
page-103_fret-0.png,0
page-103_fret-1.png,3
page-103_fret-2.png,10
page-103_fret-3.png,8
page-103_fret-4.png,3
page-103_fret-5.png,3
page-103_fret-6.png,5
page-103_fret-7.png,8
page-103_fret-8.png,12
page-103_fret-9.png,5
page-104_fret-0.png,4
page-104_fret-1.png,11
page-104_fret-2.png,4
page-104_fret-3.png,9
page-104_fret-4.png,4
page-104_fret-5.png,1
page-104_fret-6.png,4
page-104_fret-7.png,6
page-104_fret-8.png,9
page-104_fret-9.png,6
page-105_fret-0.png,0
page-105_fret-1.png,6
page-105_fret-2.png,1
page-105_fret-3.png,1
page-105_fret-4.png,6
page-105_fret-5.png,3
page-105_fret-6.png,6
page-105_fret-7.png,8
page-105_fret-8.png,1
page-105_fret-9.png,8
page-106_fret-0.png,0
page-106_fret-1.png,9
page-106_fret-2.png,4
page-106_fret-3.png,2
page-106_fret-4.png,9
page-106_fret-5.png,2
page-106_fret-6.png,6
page-106_fret-7.png,9
page-106_fret-8.png,11
page-106_fret-9.png,11
page-107_fret-0.png,0
page-107_fret-1.png,11
page-107_fret-2.png,6
page-107_fret-3.png,4
page-107_fret-4.png,11
page-107_fret-5.png,1
page-107_fret-6.png,4
page-107_fret-7.png,8
page-107_fret-8.png,11
page-107_fret-9.png,1
page-108_fret-0.png,0
page-108_fret-1.png,2
page-108_fret-2.png,9
page-108_fret-3.png,7
page-108_fret-4.png,2
page-108_fret-5.png,2
page-108_fret-6.png,4
page-108_fret-7.png,7
page-108_fret-8.png,11
page-108_fret-9.png,4
page-109_fret-0.png,0
page-109_fret-1.png,6
page-109_fret-2.png,1
page-109_fret-3.png,1
page-109_fret-4.png,6
page-109_fret-5.png,3
page-109_fret-6.png,6
page-109_fret-7.png,8
page-109_fret-8.png,1
page-109_fret-9.png,8
page-110_fret-0.png,0
page-110_fret-1.png,9
page-110_fret-2.png,4
page-110_fret-3.png,2
page-110_fret-4.png,9
page-110_fret-5.png,2
page-110_fret-6.png,6
page-110_fret-7.png,9
page-110_fret-8.png,11
page-110_fret-9.png,11
page-111_fret-0.png,0
page-111_fret-1.png,11
page-111_fret-2.png,6
page-111_fret-3.png,4
page-111_fret-4.png,11
page-111_fret-5.png,1
page-111_fret-6.png,4
page-111_fret-7.png,8
page-111_fret-8.png,11
page-111_fret-9.png,1
page-112_fret-0.png,0
page-112_fret-1.png,2
page-112_fret-2.png,9
page-112_fret-3.png,7
page-112_fret-4.png,2
page-112_fret-5.png,2
page-112_fret-6.png,4
page-112_fret-7.png,7
page-112_fret-8.png,11
page-112_fret-9.png,4
page-113_fret-0.png,4
page-113_fret-1.png,11
page-113_fret-2.png,4
page-113_fret-3.png,9
page-113_fret-4.png,4
page-113_fret-5.png,1
page-113_fret-6.png,4
page-113_fret-7.png,6
page-113_fret-8.png,9
page-113_fret-9.png,6
page-115_fret-0.png,0
page-115_fret-1.png,5
page-115_fret-2.png,12
page-115_fret-3.png,5
page-115_fret-4.png,12
page-115_fret-5.png,1
page-115_fret-6.png,5
page-115_fret-7.png,8
page-115_fret-8.png,10
page-115_fret-9.png,7
page-116_fret-0.png,0
page-116_fret-1.png,7
page-116_fret-2.png,2
page-116_fret-3.png,7
page-116_fret-4.png,2
page-116_fret-5.png,3
page-116_fret-6.png,7
page-116_fret-7.png,9
page-116_fret-8.png,12
page-116_fret-9.png,9
page-117_fret-0.png,0
page-117_fret-1.png,8
page-117_fret-2.png,3
page-117_fret-3.png,8
page-117_fret-4.png,3
page-117_fret-5.png,1
page-117_fret-6.png,4
page-117_fret-7.png,8
page-117_fret-8.png,10
page-117_fret-9.png,10
page-118_fret-0.png,0
page-118_fret-1.png,10
page-118_fret-2.png,5
page-118_fret-3.png,10
page-118_fret-4.png,5
page-118_fret-5.png,3
page-118_fret-6.png,6
page-118_fret-7.png,10
page-118_fret-8.png,12
page-118_fret-9.png,12
page-119_fret-0.png,0
page-119_fret-1.png,12
page-119_fret-2.png,7
page-119_fret-3.png,12
page-119_fret-4.png,7
page-119_fret-5.png,2
page-119_fret-6.png,5
page-119_fret-7.png,8
page-119_fret-8.png,12
page-119_fret-9.png,2
page-120_fret-0.png,1
page-120_fret-1.png,8
page-120_fret-2.png,6
page-120_fret-3.png,1
page-120_fret-4.png,8
page-120_fret-5.png,1
page-120_fret-6.png,3
page-120_fret-7.png,6
page-120_fret-8.png,9
page-120_fret-9.png,3
page-121_fret-0.png,
page-121_fret-1.png,
page-121_fret-2.png,
page-121_fret-3.png,
page-121_fret-4.png,
page-121_fret-5.png,
page-121_fret-6.png,
page-121_fret-7.png,
page-121_fret-8.png,
page-121_fret-9.png,
page-122_fret-0.png,
page-122_fret-1.png,
page-122_fret-2.png,
page-122_fret-3.png,
page-122_fret-4.png,
page-122_fret-5.png,
page-122_fret-6.png,
page-122_fret-7.png,
page-122_fret-8.png,
page-122_fret-9.png,
page-123_fret-0.png,
page-123_fret-1.png,
page-123_fret-2.png,
page-123_fret-3.png,
page-123_fret-4.png,
page-123_fret-5.png,
page-123_fret-6.png,
page-123_fret-7.png,
page-123_fret-8.png,
page-123_fret-9.png,
page-124_fret-0.png,
page-124_fret-1.png,
page-124_fret-2.png,
page-124_fret-3.png,
page-124_fret-4.png,
page-124_fret-5.png,
page-124_fret-6.png,
page-124_fret-7.png,
page-124_fret-8.png,
page-124_fret-9.png,
page-125_fret-0.png,
page-125_fret-1.png,
page-125_fret-2.png,
page-125_fret-3.png,
page-125_fret-4.png,
page-125_fret-5.png,
